canale,famiglia,classe_abc,data_doc,qta,prezzo_medio,sconti,fatturato,costo_unitario,margine,lead_time,rotazione_magazzino,giacenza_media,ritardo_consegna
B2B,Viteria,A,2025-11-02,28,1.55,0.216,34.03,1.12,2.67,11,10.61,0.51,-4
Estero,Lamiere,A,2025-04-23,29,10.1,0.188,237.83,6.33,54.26,23,10.16,9.98,1
Estero,Torniti,B,2025-12-04,47,7.23,0.171,281.7,3.83,101.69,14,4.27,17.99,-1
B2B,Viteria,C,2025-06-02,80,2.55,0.166,170.14,1.79,26.94,11,3.73,9.29,2
Retail,Viteria,A,2025-01-26,16,2.32,0.185,30.25,1.43,7.37,4,6.54,2.06,0
Retail,Lamiere,B,2025-03-02,67,11.16,0.158,629.58,7.38,135.12,17,5.91,39.69,0
Retail,Torniti,C,2025-11-13,93,6.28,0.112,518.63,3.82,163.37,9,2.26,89.05,0
B2B,Torniti,A,2025-06-19,146,5.92,0.263,637.0,3.22,166.88,16,20.5,9.33,-1
B2B,Assemblati,B,2026-01-15,41,12.63,0.233,397.18,9.28,16.7,21,8.11,17.46,-4
B2B,Viteria,B,2025-11-05,29,1.94,0.242,42.65,1.2,7.85,11,6.54,1.55,-3
Retail,Lamiere,B,2025-02-02,15,21.04,0.155,266.68,15.21,38.53,15,4.29,18.99,2
Estero,Assemblati,C,2025-05-16,6,17.14,0.121,90.4,12.93,12.82,25,3.18,7.51,1
Retail,Torniti,A,2025-10-13,19,8.28,0.191,127.27,5.28,26.95,13,9.21,3.84,-3
Retail,Torniti,C,2025-02-14,27,7.3,0.131,171.28,4.44,51.4,9,3.81,6.8,3
Estero,Lamiere,B,2026-01-21,22,11.28,0.152,210.44,8.39,25.86,27,6.9,11.99,6
Retail,Viteria,A,2025-03-23,45,2.36,0.219,82.94,1.52,14.54,7,10.82,1.65,2
B2B,Assemblati,A,2025-11-08,6,15.25,0.237,69.81,10.65,5.91,20,11.27,1.81,2
Estero,Torniti,B,2025-11-24,20,5.84,0.175,96.36,3.31,30.16,17,5.65,5.93,1
B2B,Torniti,B,2025-07-25,180,4.34,0.174,645.27,2.48,198.87,14,6.76,15.3,0
B2B,Lamiere,B,2025-11-11,66,12.2,0.164,673.15,8.58,106.87,21,4.8,35.44,1
B2B,Lamiere,C,2025-12-10,45,15.67,0.144,603.61,9.82,161.71,15,2.41,57.39,2
Estero,Viteria,B,2025-10-17,36,2.36,0.196,68.31,1.48,15.03,11,11.46,1.13,1
B2B,Torniti,C,2025-10-07,17,9.44,0.136,138.65,5.35,47.7,14,4.05,13.49,1
B2B,Lamiere,A,2025-06-12,4,10.14,0.272,29.53,6.39,3.97,23,18.82,0.49,-7
B2B,Viteria,A,2025-05-08,39,2.23,0.229,67.05,1.29,16.74,11,9.08,2.12,3
B2B,Lamiere,C,2025-12-04,2,9.11,0.129,15.87,6.19,3.49,23,8.14,0.37,2
B2B,Assemblati,B,2025-04-13,18,21.49,0.195,311.39,16.13,21.05,22,6.17,15.35,-2
Retail,Lamiere,A,2025-06-22,24,22.63,0.204,432.32,14.78,77.6,20,14.93,6.67,1
Estero,Lamiere,A,2025-07-28,16,14.95,0.224,185.62,8.92,42.9,26,10.12,3.45,2
B2B,Torniti,A,2025-06-13,215,9.85,0.243,1603.14,7.15,65.89,16,10.59,46.63,-4
B2B,Assemblati,C,2025-06-07,152,15.5,0.182,1927.21,11.85,126.01,24,3.36,203.35,0
B2B,Torniti,B,2025-08-28,69,6.29,0.192,350.68,4.01,73.99,12,5.05,11.6,-3
B2B,Assemblati,C,2025-05-22,10,14.32,0.141,123.01,11.24,10.61,27,4.93,4.16,-1
Retail,Viteria,A,2026-01-17,168,2.27,0.167,317.67,1.42,79.11,5,9.97,11.84,0
Retail,Assemblati,B,2025-03-27,46,24.07,0.165,924.53,17.2,133.33,22,8.02,24.44,-1
Retail,Assemblati,B,2025-06-12,10,22.65,0.131,196.83,17.54,21.43,22,8.23,4.69,1
B2B,Lamiere,B,2025-11-26,25,10.66,0.183,217.73,7.82,22.23,14,9.84,9.71,2
Retail,Torniti,C,2025-07-14,64,7.19,0.121,404.48,4.49,117.12,12,4.06,20.32,-1
B2B,Viteria,C,2025-10-06,13,1.96,0.191,20.61,1.28,3.97,9,2.06,3.56,1
B2B,Lamiere,A,2025-09-15,28,11.53,0.245,243.74,7.27,40.18,18,8.94,10.76,4
Estero,Viteria,B,2025-05-22,34,1.48,0.167,41.92,0.9,11.32,12,5.95,1.75,2
Retail,Viteria,C,2025-10-20,8,1.4,0.1,10.08,0.96,2.4,10,3.52,0.83,1
Estero,Assemblati,A,2025-04-18,19,17.06,0.211,255.75,12.83,11.98,24,15.86,5.1,3
Estero,Viteria,B,2025-10-22,9,1.4,0.163,10.55,0.79,3.44,8,8.93,0.25,0
Retail,Torniti,B,2025-03-09,58,6.59,0.133,331.38,3.81,110.4,10,5.7,13.88,2
Estero,Viteria,B,2025-10-02,10,1.78,0.188,14.45,1.21,2.35,14,14.05,0.45,-3
B2B,Lamiere,B,2025-03-04,33,11.57,0.188,310.03,8.08,43.39,21,5.31,13.55,1
B2B,Lamiere,B,2025-12-05,6,10.16,0.217,47.73,6.98,5.85,20,5.46,3.44,2
B2B,Viteria,C,2025-09-07,8,3.11,0.148,21.2,1.95,5.6,11,2.39,2.75,-1
B2B,Torniti,B,2025-02-05,8,4.74,0.183,30.98,2.83,8.34,15,3.48,3.06,6
B2B,Assemblati,C,2025-03-02,18,24.35,0.176,361.16,17.02,54.8,20,2.32,44.71,0
B2B,Lamiere,C,2025-03-31,29,11.52,0.15,283.97,7.45,67.92,15,4.99,18.58,-4
Retail,Assemblati,B,2026-01-07,35,19.09,0.137,576.61,14.52,68.41,16,7.78,23.13,0
Retail,Torniti,B,2025-08-25,4,9.41,0.141,32.33,5.74,9.37,11,4.4,2.16,2
Retail,Torniti,B,2025-05-03,21,7.26,0.169,126.69,4.56,30.93,14,6.21,7.97,-2
B2B,Viteria,C,2025-05-03,12,1.47,0.156,14.89,0.94,3.61,9,4.64,1.33,-1
Retail,Viteria,A,2025-01-31,42,3.52,0.215,116.05,2.38,16.09,6,4.91,5.36,-1
B2B,Assemblati,C,2025-04-06,19,10.4,0.145,168.95,7.68,23.03,19,6.51,4.95,0
B2B,Torniti,C,2025-11-30,23,6.11,0.172,116.36,3.87,27.35,22,5.06,9.05,-1
B2B,Lamiere,C,2025-08-28,12,12.58,0.155,127.56,8.64,23.88,16,4.65,5.86,3
B2B,Assemblati,B,2025-06-05,138,25.59,0.208,2796.88,17.45,388.78,22,9.14,125.42,6
B2B,Viteria,C,2025-01-29,7,1.63,0.169,9.48,1.0,2.48,11,1.71,1.0,-2
Retail,Torniti,C,2025-05-27,16,15.8,0.081,232.32,9.85,74.72,12,3.24,12.71,-4
Retail,Viteria,C,2025-06-10,27,2.72,0.101,66.02,1.76,18.5,4,5.44,2.48,-2
Retail,Assemblati,B,2025-03-06,19,12.45,0.159,198.94,9.69,14.83,22,5.99,5.1,4
B2B,Viteria,C,2025-08-31,11,1.25,0.172,11.39,0.75,3.14,4,4.54,0.94,-2
Retail,Viteria,B,2025-09-20,4,2.39,0.165,7.98,1.5,1.98,11,9.96,0.22,1
Retail,Torniti,C,2026-01-21,12,6.1,0.102,65.73,3.63,22.17,13,4.48,6.36,-2
B2B,Viteria,B,2025-06-01,9,2.06,0.221,14.44,1.41,1.75,7,5.48,0.68,4
Retail,Assemblati,A,2025-05-02,132,20.09,0.177,2182.5,14.77,232.86,16,12.23,64.4,0
B2B,Torniti,C,2025-11-18,236,4.82,0.12,1001.02,2.97,300.1,11,1.95,182.21,0
B2B,Viteria,B,2025-05-29,23,1.41,0.184,26.46,0.87,6.45,8,7.12,0.92,-3
B2B,Viteria,C,2025-09-09,6,2.23,0.174,11.05,1.36,2.89,14,4.55,1.01,-2
B2B,Assemblati,C,2025-10-18,51,10.86,0.128,482.97,7.19,116.28,23,3.69,35.26,1
B2B,Torniti,C,2025-12-09,9,8.44,0.121,66.77,4.64,25.01,15,5.26,4.0,0
B2B,Assemblati,C,2025-05-18,14,23.55,0.116,291.45,17.12,51.77,23,3.86,20.35,3
B2B,Viteria,B,2025-09-06,13,1.66,0.205,17.16,1.03,3.77,15,6.32,0.76,-4
Estero,Assemblati,A,2025-03-10,15,13.94,0.191,169.16,10.14,17.06,25,18.99,1.48,-1
B2B,Lamiere,C,2025-11-02,17,13.79,0.161,196.69,9.9,28.39,23,2.5,19.12,-1
B2B,Torniti,B,2025-02-07,7,5.76,0.183,32.94,3.48,8.58,13,9.77,1.46,0
B2B,Lamiere,A,2025-10-03,12,8.22,0.225,76.45,5.48,10.69,16,15.83,1.93,-3
Estero,Viteria,A,2025-04-08,68,3.19,0.2,173.54,1.95,40.94,12,13.44,5.35,0
Retail,Assemblati,B,2025-07-09,24,18.04,0.144,370.61,13.16,54.77,20,5.21,25.88,-1
Estero,Assemblati,C,2025-02-18,28,13.7,0.115,339.49,9.66,69.01,28,3.95,29.74,1
B2B,Lamiere,A,2025-09-30,3,12.89,0.24,29.39,9.31,1.46,11,7.55,1.63,-2
B2B,Assemblati,B,2025-07-16,63,17.7,0.198,894.31,12.74,91.69,22,4.93,56.48,-2
Retail,Viteria,C,2025-09-21,12,3.26,0.112,34.74,2.05,10.14,4,3.66,4.03,0
B2B,Viteria,C,2025-05-28,75,1.64,0.169,102.21,0.96,30.21,6,2.57,10.92,2
Retail,Viteria,B,2025-01-24,29,2.05,0.143,50.95,1.36,11.51,2,5.53,3.03,1
Estero,Lamiere,C,2025-08-22,14,14.35,0.109,179.0,10.58,30.88,21,2.38,21.92,4
B2B,Viteria,A,2025-10-04,5,1.89,0.249,7.1,1.07,1.75,6,12.57,0.09,2
Estero,Lamiere,C,2025-09-21,216,13.98,0.143,2587.87,9.73,486.19,21,6.2,87.52,0
Retail,Viteria,A,2025-04-27,55,2.41,0.186,107.9,1.48,26.5,1,21.57,2.14,3
B2B,Torniti,B,2025-10-10,58,6.77,0.184,320.41,4.14,80.29,14,4.18,25.25,2
B2B,Assemblati,B,2025-08-07,151,16.22,0.24,1861.41,11.97,53.94,20,4.44,68.74,-2
B2B,Torniti,C,2025-04-08,31,8.0,0.124,217.25,4.08,90.77,9,3.44,27.8,-2
Retail,Viteria,A,2025-03-03,95,2.06,0.2,156.56,1.34,29.26,4,13.34,5.03,-1
B2B,Torniti,B,2025-05-20,15,7.95,0.211,94.09,5.12,17.29,12,5.81,5.89,2
B2B,Viteria,C,2025-01-30,51,2.55,0.143,111.45,1.71,24.24,8,5.1,5.13,-1
Retail,Torniti,A,2025-10-10,13,6.86,0.187,72.5,3.86,22.32,10,12.54,1.38,-3
B2B,Torniti,C,2025-01-27,15,11.86,0.142,152.64,7.1,46.14,10,1.96,31.9,1
B2B,Lamiere,B,2025-02-08,27,10.04,0.19,219.57,6.61,41.1,15,6.37,5.8,-3
Retail,Viteria,A,2025-03-20,7,1.89,0.208,10.48,1.03,3.27,1,6.75,0.34,-1
B2B,Assemblati,B,2025-05-21,34,20.6,0.186,570.13,14.32,83.25,25,5.12,22.26,1
B2B,Assemblati,B,2025-01-29,18,20.1,0.252,270.63,13.6,25.83,26,5.41,18.25,-2
B2B,Torniti,A,2025-09-08,3,6.62,0.231,15.27,4.06,3.09,18,13.49,0.3,5
B2B,Assemblati,B,2025-03-11,16,22.09,0.218,276.39,14.46,45.03,20,6.18,19.0,1
B2B,Assemblati,C,2025-11-11,17,19.17,0.161,273.42,13.05,51.57,26,3.09,34.59,-2
Retail,Viteria,B,2025-08-14,58,3.77,0.142,187.61,2.26,56.53,7,13.0,6.43,-1
Estero,Torniti,B,2025-02-21,33,7.06,0.199,186.62,4.45,39.77,16,4.57,9.79,-4
B2B,Viteria,C,2025-06-17,104,1.45,0.118,133.01,1.06,22.77,6,4.03,9.65,0
Estero,Lamiere,B,2025-03-14,41,11.5,0.179,387.1,7.96,60.74,21,7.88,17.09,3
Retail,Viteria,C,2026-01-14,14,2.53,0.086,32.37,1.46,11.93,6,3.86,3.71,6
Retail,Assemblati,C,2025-08-26,23,25.41,0.091,531.25,17.6,126.45,21,2.66,50.61,1
Retail,Torniti,B,2025-11-13,17,8.56,0.13,126.6,5.36,35.48,12,4.48,7.01,-2
Retail,Viteria,C,2025-06-07,40,1.82,0.081,66.9,1.03,25.7,5,4.52,5.0,-1
Retail,Lamiere,C,2025-03-16,26,19.79,0.067,480.07,14.33,107.49,20,5.25,31.97,4
B2B,Lamiere,B,2025-04-17,13,19.48,0.198,203.1,13.46,28.12,18,6.12,6.86,2
B2B,Torniti,C,2025-06-23,25,6.55,0.149,139.35,3.9,41.85,13,2.29,17.42,2
B2B,Assemblati,B,2025-10-30,39,28.3,0.184,900.62,18.47,180.29,21,6.26,37.87,3
B2B,Viteria,C,2025-06-28,9,2.24,0.165,16.83,1.47,3.6,8,6.18,0.75,1
Retail,Lamiere,B,2025-12-26,34,26.12,0.149,755.76,16.97,178.78,12,4.39,33.08,-4
B2B,Torniti,A,2025-06-03,5,7.32,0.235,28.0,4.44,5.8,11,9.3,1.04,-4
B2B,Lamiere,C,2025-04-17,74,12.42,0.211,725.15,8.37,105.77,25,3.71,40.31,-3
B2B,Lamiere,B,2025-07-21,42,14.81,0.21,491.4,9.13,107.94,13,9.13,8.48,-3
B2B,Viteria,C,2025-03-03,125,1.62,0.199,162.2,0.99,38.45,9,3.02,16.05,-3
Retail,Viteria,C,2025-09-23,8,2.49,0.092,18.09,1.42,6.73,7,4.31,0.68,4
Retail,Lamiere,C,2025-02-27,76,20.92,0.105,1422.98,13.68,383.3,19,5.92,84.09,-1
B2B,Assemblati,C,2025-09-12,63,22.09,0.125,1217.71,16.29,191.44,23,2.17,184.23,1
B2B,Viteria,C,2025-06-10,20,1.79,0.143,30.68,1.16,7.48,14,2.3,4.27,-1
B2B,Viteria,C,2025-06-01,17,1.89,0.138,27.7,1.17,7.81,9,3.52,1.41,0
B2B,Torniti,C,2025-09-01,8,7.86,0.21,49.68,4.44,14.16,18,5.13,1.81,1
Retail,Assemblati,B,2025-10-06,6,26.97,0.126,141.43,18.72,29.11,23,7.01,7.05,-2
Retail,Lamiere,C,2025-12-27,12,18.09,0.095,196.46,11.82,54.62,21,5.29,5.93,2
B2B,Viteria,A,2025-05-07,7,1.96,0.211,10.83,1.05,3.48,8,5.73,0.35,-2
B2B,Torniti,A,2025-11-14,121,5.29,0.251,479.43,3.19,93.44,15,11.73,15.5,-2
Estero,Lamiere,B,2025-11-22,5,11.18,0.152,47.4,6.86,13.1,21,2.3,4.12,0
Retail,Torniti,B,2026-01-20,28,9.12,0.158,215.01,5.5,61.01,12,9.92,6.47,2
B2B,Viteria,B,2026-01-08,38,2.22,0.154,71.37,1.25,23.87,9,9.46,1.35,-2
B2B,Viteria,B,2025-11-06,35,2.15,0.188,61.1,1.23,18.05,2,5.56,2.42,-1
B2B,Viteria,C,2025-05-09,38,1.52,0.113,51.23,0.98,13.99,8,1.62,13.09,0
Estero,Torniti,C,2025-10-02,63,6.88,0.12,381.43,4.13,121.24,21,3.38,42.43,1
B2B,Lamiere,C,2025-11-04,16,8.95,0.144,122.58,5.41,36.02,14,5.38,4.71,1
B2B,Viteria,C,2025-05-08,27,1.27,0.138,29.56,0.76,9.04,5,4.21,1.51,-5
Estero,Lamiere,C,2025-11-14,18,13.47,0.12,213.36,9.3,45.96,25,6.95,8.97,2
Retail,Torniti,C,2025-10-05,90,11.41,0.119,904.7,6.56,314.3,16,3.28,93.69,-2
B2B,Viteria,B,2025-07-20,200,1.85,0.233,283.79,1.12,59.79,6,12.69,7.26,-5
B2B,Torniti,C,2025-12-02,7,10.47,0.157,61.78,6.38,17.12,15,1.79,8.12,-1
B2B,Torniti,A,2025-02-23,3,6.24,0.223,14.55,3.76,3.27,14,7.97,0.79,-1
Retail,Lamiere,A,2025-09-28,43,15.12,0.191,525.98,9.68,109.74,20,6.6,31.92,8
B2B,Assemblati,B,2025-11-04,72,14.05,0.183,826.48,10.13,97.12,20,8.07,35.38,3
Estero,Assemblati,C,2025-02-05,174,18.15,0.148,2690.7,12.86,453.06,25,2.38,477.53,3
Estero,Viteria,C,2025-06-19,51,1.47,0.136,64.77,1.01,13.26,16,5.17,2.98,-1
B2B,Viteria,A,2025-07-29,99,1.22,0.208,95.66,0.75,21.41,5,13.21,1.74,-2
Retail,Viteria,C,2025-04-07,129,1.68,0.122,190.28,1.05,54.83,5,3.87,11.93,5
B2B,Viteria,A,2025-12-08,106,1.84,0.259,144.52,1.16,21.56,8,9.98,2.87,-2
B2B,Lamiere,B,2025-09-07,59,9.98,0.22,459.28,6.66,66.34,23,4.31,20.46,2
Retail,Assemblati,B,2025-05-02,7,19.86,0.13,120.95,13.73,24.84,16,7.69,6.65,5
B2B,Assemblati,B,2025-06-30,24,19.94,0.196,384.76,14.72,31.48,20,5.21,30.08,-1
B2B,Viteria,C,2025-03-03,33,1.22,0.126,35.19,0.78,9.45,10,4.75,2.33,0
B2B,Lamiere,A,2025-02-22,22,12.25,0.239,205.09,9.35,-0.61,20,17.51,4.08,1
B2B,Viteria,A,2025-10-21,24,2.23,0.248,40.25,1.45,5.45,9,9.3,0.96,-3
B2B,Lamiere,A,2026-01-16,118,15.16,0.227,1382.8,10.77,111.94,18,16.45,13.19,2
Retail,Viteria,C,2025-05-03,12,2.56,0.107,27.43,1.66,7.51,6,3.88,2.0,-4
Retail,Assemblati,C,2025-04-21,55,22.21,0.103,1095.73,15.38,249.83,15,4.47,86.01,2
Retail,Assemblati,C,2025-09-28,34,19.25,0.091,594.94,12.89,156.68,20,2.28,92.36,2
Retail,Viteria,C,2025-07-27,10,2.2,0.128,19.18,1.28,6.38,10,2.85,2.23,2
B2B,Torniti,C,2025-03-13,8,9.83,0.145,67.24,6.17,17.88,10,2.84,10.12,-1
Retail,Torniti,B,2025-09-22,4,8.7,0.143,29.82,5.71,6.98,10,9.96,0.64,0
B2B,Assemblati,A,2025-04-08,40,17.53,0.211,553.25,13.14,27.65,21,9.16,13.84,3
B2B,Lamiere,B,2025-03-05,23,13.82,0.2,254.29,9.31,40.16,17,7.75,5.71,-3
Estero,Viteria,B,2025-07-10,11,2.0,0.16,18.48,1.37,3.41,18,6.05,1.32,-3
B2B,Torniti,B,2025-10-18,4,6.88,0.209,21.77,4.01,5.73,11,5.49,1.14,1
B2B,Viteria,B,2025-07-31,38,1.69,0.164,53.69,0.97,16.83,5,3.71,3.91,1
B2B,Torniti,B,2025-09-15,21,5.86,0.199,98.57,3.58,23.39,16,3.19,13.77,1
B2B,Viteria,B,2025-04-18,12,2.31,0.146,23.67,1.55,5.07,6,5.52,1.19,1
B2B,Torniti,B,2025-07-21,9,3.99,0.202,28.66,2.26,8.32,16,5.64,1.27,-1
B2B,Assemblati,A,2025-10-09,19,20.29,0.237,294.14,13.23,42.77,21,7.62,8.21,4
Estero,Viteria,C,2025-08-02,39,1.76,0.138,59.17,1.09,16.66,13,3.82,4.37,0
B2B,Lamiere,C,2025-04-19,18,7.45,0.138,115.59,5.3,20.19,13,7.21,5.7,-2
B2B,Torniti,A,2026-01-05,7,5.09,0.221,27.76,2.45,10.61,15,17.47,0.67,4
B2B,Viteria,A,2025-02-15,23,1.78,0.231,31.48,1.17,4.57,9,10.3,0.63,1
Retail,Torniti,A,2025-12-20,70,8.33,0.194,469.98,4.54,152.18,11,10.43,16.12,-1
B2B,Torniti,A,2025-10-13,26,7.82,0.252,152.08,4.92,24.16,10,12.78,1.81,-2
B2B,Lamiere,A,2025-03-03,26,14.69,0.246,287.98,8.82,58.66,19,11.14,10.09,2
B2B,Assemblati,A,2025-04-25,18,12.23,0.221,171.49,8.08,26.05,24,12.79,3.14,-1
Retail,Lamiere,C,2025-06-05,10,16.48,0.137,142.22,11.61,26.12,14,3.94,5.84,1
Retail,Torniti,C,2026-01-06,10,9.75,0.107,87.07,6.32,23.87,10,3.69,6.33,-1
Retail,Viteria,C,2025-07-29,5,2.38,0.088,10.85,1.47,3.5,8,2.84,1.6,0
Retail,Viteria,C,2025-04-26,80,2.55,0.108,181.97,1.83,35.57,11,4.04,9.9,-5
B2B,Viteria,C,2025-12-23,39,1.11,0.155,36.58,0.64,11.62,0,1.61,5.37,-4
B2B,Assemblati,C,2025-03-06,27,14.05,0.146,323.96,9.53,66.65,23,3.9,16.64,2
B2B,Assemblati,C,2025-11-16,33,25.33,0.144,715.52,17.93,123.83,21,1.73,183.84,3
B2B,Assemblati,C,2025-11-21,34,16.78,0.17,473.53,11.85,70.63,22,3.9,33.97,1
B2B,Viteria,C,2025-06-12,12,3.14,0.185,30.71,1.98,6.95,4,2.53,5.27,1
B2B,Lamiere,C,2025-02-06,18,8.72,0.109,139.85,5.67,37.79,18,5.57,4.46,-3
B2B,Torniti,C,2025-12-11,15,9.61,0.175,118.92,5.98,29.22,17,3.67,9.22,-1
Retail,Torniti,B,2026-01-10,302,6.97,0.14,1810.25,4.33,502.59,12,6.1,86.74,0
B2B,Viteria,A,2025-06-09,68,2.23,0.245,114.49,1.53,10.45,6,11.72,2.22,-1
Retail,Assemblati,B,2025-03-30,29,20.9,0.167,504.88,14.64,80.32,18,4.51,33.49,2
Retail,Viteria,A,2025-04-30,96,2.32,0.137,192.21,1.47,51.09,6,15.06,3.26,-2
B2B,Viteria,A,2025-03-12,85,2.09,0.256,132.17,1.35,17.42,4,12.96,2.28,-2
B2B,Assemblati,A,2025-09-01,6,15.44,0.266,68.0,11.11,1.34,19,8.38,2.11,2
Retail,Lamiere,B,2025-07-30,20,18.33,0.126,320.41,12.31,74.21,21,4.21,25.92,-1
Retail,Lamiere,C,2025-05-31,24,14.04,0.072,312.7,8.39,111.34,13,3.07,29.58,-2
B2B,Torniti,B,2025-09-16,45,6.8,0.223,237.76,4.1,53.26,12,5.78,11.22,1
B2B,Assemblati,B,2025-09-06,20,9.29,0.155,157.0,6.91,18.8,23,4.1,15.55,-1
Retail,Viteria,B,2025-01-26,22,2.07,0.148,38.8,1.28,10.64,5,5.11,2.61,2
Retail,Torniti,B,2025-06-20,15,11.14,0.16,140.36,6.34,45.26,12,4.88,9.81,-5
B2B,Viteria,C,2025-12-03,70,2.14,0.158,126.13,1.18,43.53,11,3.26,8.38,-1
B2B,Viteria,C,2025-11-08,6,2.25,0.161,11.33,1.44,2.69,3,3.27,1.3,3
Estero,Lamiere,A,2025-11-30,16,13.38,0.215,168.05,9.12,22.13,24,11.86,2.28,6
B2B,Lamiere,B,2026-01-05,4,18.25,0.199,58.47,13.42,4.79,16,6.07,2.06,0
Estero,Viteria,A,2025-02-13,9,2.13,0.206,15.22,1.2,4.42,11,11.51,0.36,2
B2B,Lamiere,C,2025-04-30,34,10.17,0.138,298.06,6.72,69.58,24,3.82,32.52,3
B2B,Torniti,C,2025-07-08,34,8.05,0.151,232.37,4.4,82.77,10,3.27,11.26,-2
B2B,Torniti,C,2025-07-27,18,8.19,0.119,129.88,5.25,35.38,16,4.45,8.27,1
B2B,Torniti,B,2025-11-04,75,7.61,0.202,455.46,4.94,84.96,17,2.3,36.82,-2
Estero,Assemblati,C,2025-10-13,95,17.9,0.08,1564.46,14.26,209.76,24,3.09,110.89,-3
B2B,Lamiere,C,2025-10-06,23,12.87,0.157,249.54,9.02,42.08,16,2.87,23.62,2
Estero,Lamiere,C,2025-03-20,32,18.7,0.139,515.22,13.31,89.3,21,3.65,25.34,2
B2B,Lamiere,B,2025-09-26,16,13.52,0.174,178.68,9.43,27.8,16,4.81,14.82,-3
Estero,Torniti,B,2025-11-08,46,4.94,0.145,194.29,3.08,52.61,18,7.27,4.67,0
Estero,Viteria,B,2025-10-23,7,1.69,0.162,9.91,1.05,2.56,15,7.73,0.42,-3
Retail,Viteria,A,2025-08-22,148,1.9,0.203,224.12,1.23,42.08,5,6.16,7.24,-2
B2B,Viteria,C,2025-02-23,77,1.49,0.157,96.72,1.05,15.87,11,3.78,4.66,-1
Retail,Lamiere,B,2025-03-17,7,8.85,0.118,54.64,6.1,11.94,20,3.83,4.12,3
B2B,Assemblati,B,2025-10-20,11,28.88,0.192,256.69,20.82,27.67,23,7.1,9.17,0
Estero,Torniti,C,2025-12-04,37,5.74,0.135,183.71,3.49,54.58,20,2.97,10.12,-2
B2B,Lamiere,B,2025-11-19,17,9.82,0.194,134.55,6.62,22.01,16,4.53,5.03,5
B2B,Torniti,C,2025-06-26,42,4.0,0.13,146.16,2.44,43.68,6,1.92,18.25,0
B2B,Torniti,C,2025-08-24,17,8.07,0.153,116.2,4.78,34.94,16,3.39,13.19,2
Retail,Lamiere,C,2025-03-27,113,14.66,0.118,1461.1,10.64,258.78,18,2.33,254.23,2
Estero,Lamiere,C,2025-08-26,25,12.09,0.141,259.63,8.73,41.38,23,2.08,21.21,3
B2B,Torniti,A,2025-04-03,276,6.03,0.248,1251.54,4.14,108.9,17,10.67,23.64,1
Retail,Viteria,A,2025-11-08,45,2.61,0.223,91.26,1.62,18.36,0,14.04,1.64,-1
Estero,Lamiere,C,2025-11-04,6,11.71,0.133,60.92,8.1,12.32,24,4.02,5.23,2
B2B,Lamiere,A,2025-02-09,198,7.3,0.223,1123.08,5.04,125.16,22,6.06,43.65,0
B2B,Torniti,B,2025-12-29,74,4.71,0.173,288.24,2.86,76.6,16,5.72,10.91,2
Retail,Assemblati,C,2025-11-08,36,16.08,0.104,518.68,12.3,75.88,24,4.44,38.14,1
Retail,Torniti,B,2025-06-09,47,8.7,0.111,363.51,4.65,144.96,16,5.72,22.52,1
B2B,Lamiere,B,2025-07-05,7,15.14,0.184,86.48,10.57,12.49,14,6.72,3.81,1
Retail,Viteria,B,2025-02-19,4,,0.149,11.06,2.27,1.98,8,5.15,0.75,0
B2B,Torniti,B,2025-12-29,24,4.32,0.213,81.6,2.83,13.68,12,5.24,2.36,-3
Estero,Assemblati,C,2025-02-27,97,23.12,0.099,2020.62,17.8,294.02,23,2.78,180.52,2
Estero,Assemblati,A,2025-12-24,36,16.98,0.222,475.58,12.8,14.78,25,12.39,12.78,-1
Retail,Assemblati,B,2025-09-17,136,46.73,0.139,5471.9,32.53,1047.82,25,7.6,248.6,2
B2B,Viteria,A,2025-12-23,92,2.54,0.241,177.36,1.5,39.36,6,8.23,4.49,1
B2B,Torniti,C,2025-06-06,25,9.95,0.153,210.69,5.67,68.94,9,4.56,11.53,4
B2B,Assemblati,A,2025-12-14,80,22.0,0.239,1339.36,14.84,152.16,18,6.07,48.08,2
B2B,Torniti,A,2025-06-26,112,7.15,0.268,586.19,4.56,75.47,15,9.42,26.11,2
Retail,Torniti,C,2025-05-29,23,7.35,0.125,147.92,4.84,36.6,10,2.18,16.2,-3
B2B,Lamiere,B,2025-05-25,20,10.33,0.233,158.46,7.2,14.46,12,4.04,16.26,1
B2B,Torniti,C,2026-01-04,28,5.32,0.15,126.62,3.36,32.54,10,2.17,24.22,-3
B2B,Viteria,B,2025-07-10,2,2.1,0.182,3.44,1.33,0.78,9,4.77,0.22,2
B2B,Viteria,B,2025-07-15,32,2.66,0.171,70.56,1.71,15.84,10,7.45,3.89,-3
B2B,Assemblati,B,2025-09-13,50,16.46,0.18,674.86,10.46,151.86,21,5.84,19.99,-2
Retail,Assemblati,C,2025-08-12,28,18.78,0.114,465.89,13.76,80.61,22,2.85,30.71,3
Retail,Assemblati,B,2025-08-07,35,15.53,0.157,458.21,10.92,76.01,23,5.65,22.06,5
B2B,Viteria,B,2025-06-09,23,1.91,0.204,34.97,1.18,7.83,6,2.92,4.28,2
Estero,Viteria,B,2025-03-22,3,2.69,0.157,6.8,1.69,1.73,12,7.33,0.41,-1
Estero,Viteria,B,2026-01-20,129,2.73,0.157,296.88,1.61,89.19,10,2.73,31.54,-3
B2B,Assemblati,C,2025-07-20,17,25.41,0.189,350.33,17.2,57.93,24,2.73,19.53,0
